Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-1268.2	-1481.048	212.8482	0.0366188	0.0249657	0.00456482	0.0195539	0.00390041	0.0091125	0.00713721	0.0156493	0.00447264	0.0130194	0.0218252	0.0102292	0.0175873	0.0290652	0.00217848	0.00989428	0.0267463	0.0146207	0.00808406	0.00457822	0.000430135	0.010891	0.0316352	0.0485553	0.0214643	0.0334431	0.0426735	0.00317344	0.0248003	0.0425934	0.0344648	0.0253732	0.0416446	0.00700369	0.00982831	0.00475622	0.0186246	0.0670218	0.0123684	0.0012624	0.0154032	0.00391538	0.0260141	0.00277523	0.0103387	0.0307321	0.00522404	0.00183654	0.0115748	0.00107991	0.0217609	0.0172753	0.00918459	0.0107222	0.00353163	0.0109452	0.0298296	0.00542333	0.0250041	0.0340674	0.0977226	0.00545862	0.0072258	0.0317792	0.0966202	0.0042089	0.00794344	0.0946582	0.0332929	0.211351	0.073436	0.0571487	0.0503366	0.00162826	0.0327073	0.0475444	0.0798672	0.00184533	0.0318657	0.00116578	0.0776253	0.0251277	0.00901344	0.0228937	0.020887	0.202617	0.0173484	0.0319554	0.0138001	0.0615334	0.027841	0.0322156	0.0228267	0.0862729	0.0992275	0.0138062	0.0338036	0.011851	0.0283043	0.0079088	0.0417469	0.00404703	0.00814133	0.017618	0.00831731	0.0236501	0.0185051	0.016937	0.0424741	0.0665409	0.0260457	0.00823664	0.0220953	0.0157085	0.000467763	0.00248368	0.0268692	0.4162846	1.583715	0.341504	0.592156	0.849189	1.17759	1.68874	2.92822	0.7768623	3.804405	0.0114184	0.00778476	0.00142339	0.00609725	0.00121622	0.00284144	0.00222551	0.00487973	0.00139465	0.00405967	0.0068055	0.00318965	0.00548404	0.00906304	0.00067929	0.00308521	0.00833998	0.00455899	0.00252075	0.00142757	0.000134124	0.00339601	0.00986442	0.0151404	0.00669296	0.0104282	0.0133064	0.000989536	0.00773318	0.0132814	0.0107467	0.00791181	0.0129855	0.00218388	0.00306464	0.00148308	0.0058075	0.0208986	0.00385669	0.000393638	0.00480298	0.00122088	0.00811165	0.000865368	0.00322379	0.00958281	0.00162895	0.000572667	0.00360922	0.000336734	0.00678544	0.00538674	0.00286392	0.00334337	0.00110123	0.00341292	0.00930142	0.00169109	0.00779673	0.0106228	0.0304717	0.00170209	0.00225313	0.00990932	0.0301279	0.00131241	0.00247691	0.0295161	0.0103813	0.0659032	0.0228987	0.01782	0.0156959	0.00050772	0.0101987	0.0148252	0.024904	0.000575406	0.00993631	0.00036351	0.024205	0.00783528	0.00281055	0.00713866	0.00651293	0.0631797	0.00540954	0.00996426	0.00430312	0.0191872	0.00868131	0.0100454	0.00711777	0.0269014	0.0309409	0.00430501	0.0105406	0.00369534	0.00882579	0.00246611	0.0130174	0.00126194	0.00253861	0.0054936	0.00259349	0.00737454	0.00577023	0.00528127	0.0132442	0.0207486	0.00812151	0.00256833	0.0068897	0.00489819	0.000145857	0.000774455	0.00837831	0.791858	0.208142	3.207
36	-1258.107	-1471.7	213.5937	0.0742872	0.0100199	0.00848245	0.00725584	0.00394466	0.00971093	0.00838105	0.0150954	0.00424569	0.024174	0.00354925	0.0068405	0.000422901	0.0522381	0.0112077	0.0129475	0.0285593	0.015625	0.0119845	0.000535323	0.000382232	0.00450755	0.0299775	0.0470146	0.00612303	0.0657322	0.0174148	0.0156915	0.04657	0.081703	0.0239373	0.00805873	0.0269294	0.0279477	0.00839804	0.000981761	0.025755	0.00623782	0.00490106	0.0134953	0.0259859	0.0153418	0.0187946	0.0122861	0.00510971	0.018881	0.00130593	0.00375184	0.019006	0.00189169	0.0051906	0.000486268	0.0409046	0.0266437	0.0151068	0.00610819	0.0079864	0.0410052	0.00712889	0.0131951	0.0219279	0.00465627	0.0467599	0.0293283	0.0136584	0.015033	0.00601805	0.0415201	0.0129882	0.24051	0.102867	0.024851	0.0455274	4.15645e-05	0.0739119	0.0283459	0.0682445	0.00453713	0.0258708	0.0214988	0.0220255	0.0281425	0.00333716	0.0109826	0.0232898	0.1552	0.0136864	0.0220363	0.0116685	0.0523715	0.0356958	0.0678435	0.0181634	0.0584723	0.0847874	0.016116	0.0565353	0.0187799	0.019238	0.0104436	0.0807608	0.0263846	0.00426197	0.00995935	0.0121481	0.0344499	0.0167958	0.0135916	0.0341681	0.0628644	0.00097749	0.0233781	0.0083937	0.00809521	0.00115338	0.00734896	0.0285637	0.5409513	1.459049	0.311511	0.566194	0.837394	1.19418	1.76618	3.21016	0.8433307	2.69719	0.0248653	0.00335385	0.00283924	0.00242867	0.00132035	0.00325043	0.0028053	0.00505271	0.00142111	0.00809149	0.001188	0.00228964	0.000141553	0.0174851	0.00375142	0.00433376	0.00955932	0.00522998	0.00401143	0.000179183	0.00012794	0.00150876	0.010034	0.0157367	0.00204949	0.0220018	0.00582906	0.00525225	0.0155879	0.0273475	0.00801228	0.00269741	0.00901376	0.00935461	0.00281098	0.000328614	0.0086207	0.00208792	0.00164048	0.00451714	0.00869797	0.0051352	0.00629091	0.00411237	0.00171032	0.00631983	0.00043712	0.00125581	0.00636167	0.000633185	0.00173739	0.000162763	0.0136915	0.00891814	0.00505652	0.00204452	0.0026732	0.0137252	0.00238617	0.00441663	0.00733969	0.00155854	0.0156514	0.00981672	0.00457173	0.00503183	0.00201435	0.0138975	0.00434739	0.0805032	0.0344315	0.0083181	0.0152389	1.39124e-05	0.0247397	0.00948791	0.0228427	0.00151866	0.00865943	0.00719604	0.00737234	0.00941984	0.00111701	0.00367608	0.00779555	0.0519482	0.00458111	0.00737596	0.00390565	0.0175297	0.0119481	0.0227085	0.00607964	0.0195718	0.0283799	0.00539434	0.0189234	0.00628599	0.00643933	0.00349568	0.0270322	0.00883141	0.00142656	0.00333358	0.00406618	0.011531	0.00562185	0.00454938	0.0114367	0.0210419	0.000327184	0.0078251	0.00280953	0.00270962	0.000386058	0.00245984	0.00956081	0.729524	0.270476	2.987582
72	-1253.039	-1466.236	213.197	0.043228	0.0176256	0.0308211	0.0149546	0.0254928	0.0125264	0.00484375	0.00354023	0.0135109	0.0083034	0.0183966	0.00993315	0.00163014	0.0237778	0.0131687	0.000266852	0.0228974	0.0212111	0.00338013	0.000630232	0.0113707	0.00981975	0.0283478	0.0546454	0.0147813	0.140951	0.00646072	0.0193951	0.0441081	0.0368876	0.0293396	0.0131359	0.0116109	0.0147538	0.00191002	0.00518023	0.027331	0.0305261	0.0173911	0.00271067	0.00310739	0.0345186	0.012646	0.0161139	0.00761296	0.0310359	0.00592342	0.00430373	0.00684418	0.00591611	0.00134298	0.014539	0.00419789	0.0208148	0.0114095	0.0846093	0.0111072	0.0102041	0.0218538	0.000451473	0.0321281	0.0294926	0.0546749	0.00565137	0.000739511	0.0202605	0.0300086	0.0033462	0.00174999	0.0425833	0.0229147	0.018078	0.122744	0.014616	0.0446934	0.0118647	0.00639629	0.00477483	0.0447011	0.148637	0.0351056	0.0283381	0.0654827	0.107573	0.147344	0.0107213	0.013769	0.0288434	0.0396107	0.0418877	0.00491494	0.00474855	0.0175676	0.0142842	0.0265957	0.039513	0.042191	0.0294638	0.0452707	0.053684	0.0563115	0.0118612	0.0021952	0.0192695	0.0379198	0.000554934	0.00656213	0.0357014	0.0056612	0.00862218	2.40152e-05	0.11245	0.00165011	0.0513916	0.00477332	0.00563686	0.0273795	0.4222779	1.577722	0.304864	0.56027	0.83465	1.19811	1.78486	3.28015	0.8589266	3.736218	0.014583	0.005946	0.0103975	0.00504496	0.0086	0.0042258	0.00163404	0.0011943	0.00455791	0.00280116	0.00620612	0.00335095	0.000549928	0.00802144	0.00444246	9.00227e-05	0.00772445	0.00715557	0.00114029	0.000212609	0.00383591	0.0033127	0.00956314	0.0184346	0.00498648	0.0475499	0.00217953	0.00654294	0.0148799	0.0124441	0.00989773	0.0044314	0.00391694	0.00497719	0.000644347	0.00174755	0.00922013	0.010298	0.00586689	0.000914447	0.00104828	0.0116449	0.00426614	0.00543604	0.00256824	0.01047	0.00199827	0.00145187	0.00230889	0.0019958	0.000453054	0.00490474	0.00141616	0.0070219	0.00384899	0.028543	0.00374703	0.00344235	0.0073724	0.000152305	0.0108384	0.00994935	0.0184446	0.00190649	0.000249474	0.00683488	0.0101234	0.00112884	0.000590361	0.0143655	0.0077303	0.00609863	0.0414076	0.00493071	0.0150773	0.00400258	0.00215779	0.00161079	0.0150799	0.0501428	0.0118429	0.00955987	0.0220906	0.0362897	0.0497067	0.00361682	0.00464497	0.00973033	0.0133627	0.0141308	0.00165806	0.00160193	0.00592644	0.00481878	0.00897208	0.0133297	0.0142332	0.00993962	0.0152721	0.0181103	0.0189967	0.00400137	0.000740554	0.00650058	0.0127923	0.000187207	0.00221374	0.0120439	0.00190981	0.0029087	8.10155e-06	0.0379349	0.000556666	0.017337	0.00161028	0.0019016	0.0092365	0.788861	0.211139	2.964275
108	-1255.774	-1469.887	214.1126	0.0329772	0.0178444	0.0138934	0.00799356	0.0186245	0.0132298	0.00661704	0.00513869	0.0171733	0.0170987	0.0141128	0.0115085	0.00287138	0.0375798	0.00750247	0.00208665	0.0187026	0.00928366	0.00048889	0.00214615	0.00411578	0.0198049	0.0291038	0.0382359	0.0223782	0.051565	0.00115019	0.00889324	0.0218003	0.0106357	0.0291672	0.0283847	0.00564018	0.00361337	0.000609291	0.00177344	0.0101237	0.0214725	0.00132721	0.00576896	0.0120523	0.0239838	0.00969961	0.00799983	0.00443285	0.025656	0.00392349	0.00664894	0.0162486	0.00113596	0.00296879	0.0137227	0.00763128	0.0220841	0.00804911	0.0804763	0.00931684	0.0273188	0.00753672	0.000311085	0.0315343	0.031806	0.00902122	0.0179191	0.0074393	0.0017711	0.0173616	0.0219129	0.00555828	0.0993079	0.0400214	0.0791334	0.0398337	0.00336163	0.0298569	0.0437072	0.00131696	0.0130642	0.00593307	0.0114481	0.0716507	0.0279707	0.0189436	0.0177801	0.00509615	0.106295	0.00267257	0.0316237	0.0726741	0.0473523	0.00487055	0.00854338	0.0323323	0.0498207	0.0302673	0.00793845	0.0206165	0.0247239	0.0392121	0.00878322	0.0594998	0.022808	0.00584258	0.0109681	0.00164447	0.00136753	0.0286932	0.0151924	0.0376122	0.0227169	0.000466509	0.0173411	0.00112328	0.00833903	0.00671779	0.00523635	0.0162076	0.4012387	1.598761	0.255977	0.514492	0.812747	1.2304	1.94367	3.9066	0.9853021	3.984565	0.0145538	0.00787524	0.00613153	0.00352779	0.0082195	0.0058387	0.00292029	0.00226785	0.00757908	0.00754615	0.00622837	0.00507904	0.00126722	0.016585	0.00331105	0.000920899	0.00825399	0.00409715	0.000215761	0.000947158	0.00181641	0.00874045	0.0128444	0.0168746	0.00987614	0.0227571	0.000507614	0.00392484	0.00962109	0.00469386	0.0128723	0.012527	0.00248917	0.00159468	0.000268898	0.00078267	0.00446788	0.00947642	0.000585738	0.00254601	0.00531901	0.0105847	0.00428071	0.00353055	0.00195634	0.0113227	0.00173155	0.00293437	0.00717096	0.000501333	0.00131021	0.00605624	0.0033679	0.00974633	0.0035523	0.0355165	0.00411179	0.0120565	0.00332617	0.00013729	0.013917	0.0140369	0.00398132	0.0079082	0.00328318	0.000781635	0.00766218	0.0096708	0.00245303	0.0438274	0.0176626	0.0349238	0.0175797	0.00148358	0.0131767	0.0192892	0.000581211	0.00576562	0.00261843	0.00505238	0.0316215	0.0123443	0.00836035	0.00784684	0.00224907	0.0469109	0.00117948	0.0139564	0.0320731	0.0208979	0.00214951	0.00377044	0.0142692	0.0219873	0.0133578	0.00350346	0.00909864	0.0109114	0.0173054	0.00387629	0.0262589	0.0100658	0.0025785	0.00484052	0.00072575	0.00060353	0.0126631	0.00670484	0.0165993	0.0100256	0.000205884	0.00765313	0.000495734	0.00368025	0.00296475	0.00231095	0.00715286	0.799381	0.200619	2.265886
144	-1244.131	-1458.634	214.5027	0.0264347	0.0421494	0.0253494	0.00714898	0.0073635	0.024154	0.0169914	0.00353117	0.00354537	0.00841766	0.0118156	0.0147243	0.000557333	0.0137347	0.0168563	0.00809486	0.0160955	0.00357371	0.0123231	0.00726901	0.00555632	0.0549568	0.0250323	0.0206606	0.00906891	0.0297531	0.00450555	0.00246826	0.0278305	0.0183678	0.0241643	0.0166527	0.00319628	0.00353063	0.000484413	0.000286956	0.0233378	0.0159017	0.00386602	0.00321973	0.00145543	0.0179609	0.0108897	0.0115957	0.0032078	0.00420511	0.000669934	0.000286702	0.00980312	0.00104947	0.0141643	0.00300603	0.00310036	0.0123498	0.00424867	0.00188473	0.0170731	0.00505557	0.0369271	0.000344073	0.0366337	0.0424983	0.0243539	0.00678871	0.033168	0.00281166	0.0340497	0.0110464	0.00178512	0.0151182	0.00916563	0.0144049	0.0586906	0.00693382	0.0341553	0.0113676	0.00817444	0.00317639	0.0340863	0.146792	0.0233124	0.00479343	0.0205607	0.0391366	0.0758076	0.0146178	0.0124758	0.0095516	0.0161942	0.0265383	0.00722867	0.00332596	0.0381604	0.0173237	0.00973645	0.0497341	0.0340089	0.0162705	0.00974511	0.00317889	0.0426542	0.0191579	0.0022976	0.0140802	0.011417	0.00122162	0.00620398	0.0163781	0.00676837	0.00825461	0.00104187	0.00868229	0.00166152	0.0380107	0.017304	0.00797795	0.010173	0.4208294	1.579171	0.183107	0.436937	0.772356	1.29474	2.28866	5.4613	1.227544	3.752519	0.0138952	0.0221555	0.0133247	0.00375781	0.00387057	0.0126964	0.0089314	0.00185613	0.00186359	0.00442468	0.00621079	0.00773971	0.000292958	0.00721955	0.00886039	0.004255	0.0084605	0.00187849	0.00647753	0.0038209	0.00292063	0.0288876	0.013158	0.0108601	0.004767	0.0156395	0.00236831	0.00129742	0.0146289	0.00965488	0.0127018	0.00875335	0.0016801	0.00185585	0.000254628	0.000150836	0.0122674	0.00835861	0.00203214	0.00169242	0.000765034	0.00944102	0.00572409	0.00609516	0.00168616	0.00221038	0.000352146	0.000150703	0.00515293	0.000551646	0.00744533	0.0015801	0.00162968	0.00649156	0.00223328	0.000990694	0.00897433	0.00265742	0.0194104	0.000180859	0.0192562	0.0223389	0.0128014	0.00356843	0.0174345	0.00147792	0.017898	0.00580647	0.000938333	0.00794677	0.00481784	0.00757184	0.0308502	0.00364471	0.0179535	0.00597528	0.00429683	0.00166965	0.0179172	0.0771602	0.012254	0.00251963	0.0108076	0.0205718	0.0398476	0.00768374	0.00655781	0.00502072	0.00851236	0.0139496	0.00379969	0.00174826	0.0200587	0.00910605	0.00511789	0.0261423	0.0178765	0.00855247	0.00512244	0.00167096	0.0224209	0.0100702	0.00120771	0.00740115	0.00600128	0.000642135	0.00326107	0.00860902	0.00355774	0.00433897	0.00054765	0.00456378	0.000873364	0.01998	0.00909572	0.00419355	0.00534735	0.789585	0.210415	1.902435
180	-1243.619	-1457.095	213.4759	0.0602661	0.0103828	0.0489659	0.00996075	0.0151336	0.0115383	0.0248947	0.00456451	0.0084056	0.0171964	0.0206898	0.0301506	0.0109687	0.0189009	0.0246483	0.00140683	0.0301035	0.0205971	0.0143845	0.0212982	0.00735912	0.0244736	0.0545254	0.0340495	0.0321428	0.0703524	0.0111672	0.00247191	0.0382912	0.0213377	0.0146015	0.0243505	0.0108562	0.0094359	0.00138673	0.00179894	0.04431	0.0225841	0.010728	0.00795757	0.00635027	0.0368683	0.0155348	0.00359799	0.00713091	0.000582226	0.00146734	0.000309096	0.0142609	0.000364777	0.0206674	0.00255058	0.0310748	0.011559	0.0036654	0.0135312	0.0374655	0.0196171	0.0377312	0.000722188	0.029064	0.02491	0.0266535	0.00654673	0.0306632	0.010956	0.0399677	0.0320267	0.00937567	0.0221067	0.0119523	0.00785776	0.0957876	0.00676873	0.0113605	0.01195	0.0035507	0.0109263	0.026885	0.214648	0.0109995	0.0305837	0.00918199	0.0744376	0.167834	0.0290823	0.0128419	0.0586629	0.00606739	0.0686645	0.013349	0.00802108	0.0181114	0.00525554	0.010164	0.0748484	0.0120752	0.049955	0.00249245	0.0252621	0.0380149	0.0217052	0.00181503	0.0156724	0.00477833	0.00088376	0.00195639	0.0206276	0.00173664	0.0148434	0.00202045	0.00400862	0.0106901	0.0592437	0.0548957	0.011766	0.0127926	0.3871034	1.612897	0.309693	0.564581	0.836649	1.19524	1.77123	3.229	0.8475613	4.166579	0.0222139	0.00382709	0.0180487	0.0036715	0.00557822	0.00425299	0.00917613	0.00168247	0.00309828	0.00633854	0.00762622	0.0111134	0.00404302	0.00696683	0.0090853	0.000518555	0.0110961	0.00759203	0.00530208	0.00785045	0.00271255	0.0090209	0.0200979	0.0125506	0.0118478	0.0259317	0.0041162	0.00091114	0.014114	0.00786503	0.00538207	0.00897554	0.00400158	0.00347805	0.000511146	0.000663084	0.0163326	0.00832446	0.00395431	0.00293314	0.00234069	0.0135896	0.00572609	0.00132621	0.00262844	0.000214607	0.000540857	0.000113932	0.00525652	0.000134456	0.00761794	0.000940139	0.0114541	0.00426061	0.00135106	0.00498757	0.0138097	0.00723081	0.0139076	0.000266196	0.0107129	0.00918175	0.0098244	0.00241311	0.0113024	0.00403837	0.014732	0.011805	0.00345585	0.00814849	0.00440559	0.00289635	0.0353071	0.00249494	0.00418746	0.00440473	0.00130878	0.00402742	0.00990975	0.0791188	0.0040544	0.0112731	0.00338446	0.0274375	0.0618633	0.0107197	0.0047335	0.021623	0.00223643	0.0253095	0.00492041	0.00295655	0.00667581	0.00193718	0.00374641	0.0275889	0.00445089	0.0184133	0.000918711	0.00931156	0.0140122	0.00800048	0.000669017	0.0057768	0.00176128	0.000325752	0.000721121	0.00760328	0.000640121	0.00547125	0.000744734	0.00147757	0.00394033	0.0218371	0.0202344	0.00433691	0.00471531	0.806448	0.193552	2.712987
216	-1239.736	-1453.574	213.8379	0.0275496	0.00423769	0.0475458	0.0121486	0.00991962	0.00141367	0.0224369	0.00735555	0.00545429	0.0109699	0.0156732	0.0292761	0.00271583	0.01662	0.0322084	0.0013279	0.0140509	0.0120095	0.00982301	0.00725402	0.00443062	0.0250347	0.00785409	0.0315023	0.014063	0.0595588	0.00464501	0.00242949	0.0628377	0.0314585	0.0154031	0.0205149	0.00614894	0.00726865	0.00708363	0.00472298	0.074038	0.0117596	0.0151864	0.023677	0.00271165	0.0315745	0.0137921	0.0120825	0.000568089	0.00218448	0.000370091	0.00109328	0.0147507	0.00173552	0.00502456	0.00175884	0.0341239	0.00947972	0.00208781	0.00953596	0.0136846	0.006984	0.023778	0.01975	0.0130855	0.0230574	0.106161	0.00435824	0.0305852	0.00223018	0.00869063	0.0289848	0.000936813	0.0614444	0.00935349	0.0156843	0.0683902	0.0198996	0.0741617	0.00866607	0.00668051	0.0108032	0.0425017	0.166014	0.0148505	0.0306833	0.00676833	0.0281472	0.160926	0.0248127	0.0223495	0.00132852	0.00415746	0.063617	0.0118308	0.00385521	0.113594	0.0123067	0.00972402	0.0712212	0.0191016	0.0220323	0.00528437	0.0220751	0.0727223	0.0210757	0.00199091	0.0105947	0.00278806	0.0071068	0.00178527	0.0333893	0.0232271	0.00676932	0.0090919	0.00359375	0.0164034	0.0463657	0.0309995	0.00499726	0.0232837	0.4646152	1.535385	0.255129	0.513659	0.812336	1.23102	1.94682	3.91959	0.9877028	3.304638	0.0106237	0.00163414	0.0183347	0.00468478	0.00382522	0.000545141	0.00865216	0.00283646	0.00210329	0.00423022	0.00604393	0.0112895	0.00104728	0.00640901	0.0124203	0.000512068	0.00541834	0.00463111	0.00378796	0.00279731	0.00170854	0.0096539	0.00302871	0.012148	0.005423	0.0229671	0.00179121	0.000936863	0.0242316	0.0121311	0.00593978	0.007911	0.00237116	0.00280295	0.0027316	0.00182128	0.0285506	0.00453476	0.0058562	0.00913036	0.00104567	0.0121758	0.00531853	0.00465927	0.000219067	0.000842381	0.000142715	0.000421593	0.00568819	0.000669253	0.00193758	0.000678245	0.0131589	0.00365558	0.000805105	0.00367727	0.00527708	0.00269318	0.00916929	0.00761602	0.00504603	0.00889141	0.0409379	0.00168063	0.0117943	0.000860006	0.00335129	0.0111772	0.000361255	0.0236943	0.00360691	0.00604819	0.0263727	0.00767372	0.0285983	0.00334182	0.00257615	0.00416594	0.0163896	0.0640185	0.00572667	0.0118321	0.00261001	0.0108541	0.0620563	0.00956832	0.00861846	0.000512306	0.0016032	0.0245321	0.00456223	0.00148665	0.0438044	0.00474574	0.00374979	0.0274644	0.00736599	0.00849612	0.00203776	0.00851263	0.0280433	0.00812724	0.000767736	0.00408556	0.00107514	0.00274053	0.00068844	0.0128756	0.00895686	0.00261039	0.00350603	0.00138583	0.00632548	0.0178796	0.0119541	0.00192705	0.0089787	0.767692	0.232308	2.593217
